Sentence,Emotion
còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((,Sadness
tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới,Enjoyment
em hết ngáo rồi nha =))),Enjoyment
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",Sadness
khuôn mặt đáng thương,Sadness
"cái loại lười lao động , vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ...",Disgust
per mày có bao giờ đi à :> tao cũng đéo,Other
chụp rồi có mua giúp ông không ?,Other
cái gì nó cũng phải thực tế,Other
đang trong lớp mà ứa nước mắt,Sadness
"lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy , khổ thân chiếc xe ôtô",Disgust
kha ́ thông minh :)))),Enjoyment
nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :)),Disgust
a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát,Enjoyment
"ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng , thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :)))",Fear
cắt tóc đi còn đen hơn,Other
chụy hiền quá mòa ... sao chọc chị điên vậy ... đụ má tụi bây ..,Anger
"mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt , kinh vãi",Disgust
"thân hình của con người , nhưng đầu óc là con cặc , nên đéo biết nói gì thành phần này",Disgust
"nghe được đó , ảnh hưởng tới môi trường là phải cấm",Other
không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,Sadness
cô ấy bảo : đời như lol 🙂,Disgust
cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),Enjoyment
best gái ngành hôm nay đắt hàng,Enjoyment
đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....,Sadness
thằng khốn nạn,Anger
cám ơn mấy chế nhiều nhiều nhé 😗,Enjoyment
ăn ở như nào mà tới bị con ngáo nó lùa ? =))))),Disgust
"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕",Disgust
per nhớ quá trời nhớ luôn nè,Other
per hãy cứ vững tâm tập điều độ rồi sẽ có thôi,Enjoyment
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,Disgust
hỏng cả một thế hệ 😔,Disgust
1 nỗ lực lớn thay đổi valentine ... sang năm tao mắc võng .,Other
thôi chết haha ...,Enjoyment
per tìm ông bán xoài này ngay cho em 😂😂😂,Enjoyment
cưng quá,Enjoyment
em nó phượt theo gái cả đêm,Other
đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :),Anger
nhìn ghiền 😘,Enjoyment
đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .,Disgust
"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per",Sadness
mấy thanh niên đi xong về có yêu nhau không nhỉ ?,Other
nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …,Enjoyment
mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người yêu tốt như này,Sadness
đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,Sadness
"5 năm thì có vẻ hơi sớm 🤣, tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi 😌",Other
liệu có bền lâu,Other
tại vì anh trót nói lời thương em mà em không đáp lại,Sadness
thì đúng là sẽ không buồn vì thất tình nữa :((,Sadness
per ở quê ve sầu kêu chưa chúng mày,Other
một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá,Sadness
đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền,Sadness
súc vật dume,Anger
per thử cảm giác mạnh,Other
chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .,Anger
cụ bà đẹp lão quá cậu,Enjoyment
per có quẹo vào không em,Other
sao nó tìm được nhỉ 🤔,Surprise
"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !",Enjoyment
nó mà nhập viện thì xong đời tao . n 😂😂,Enjoyment
xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,Disgust
cái cây gia công sản xuất kém chất lượng quá :)),Disgust
per chỉ một lần thôi 😂,Other
nhanh lẹ hiệu quả cao 😂😂,Enjoyment
đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,Other
per huhu nhất là mấy bài không cho chất thử á :(,Sadness
"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi",Other
"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ...",Sadness
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Anger
đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi,Enjoyment
thanh niên này cục súc vãi,Disgust
thấy gớm,Disgust
dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!,Disgust
ăn cút mẹ mày ra chỗ khác ăn nhé .,Anger
sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,Enjoyment
nhìn hình chế là tao vui lắm :)),Enjoyment
cái mặt thấy ghét,Disgust
per bao giờ mày mới được nv nhỉ,Other
em xin lỗi anh,Sadness
"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi",Fear
thú vui đặc biệt vãi :v .,Enjoyment
tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,Fear
t ghét cả họ nhà nó 🙂,Disgust
huhu nó bị điên à ?,Other
phải công nhận nước ngoài cái gì cũng to :),Other
sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢,Sadness
một lũ óc không bằng chó .,Disgust
5 năm nữa tao phải đẻ được 3 đứa 😂😂😂,Enjoyment
per lật kèo luôn à ??,Surprise
thanh niên quá cứng,Other
lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy,Sadness
chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((,Sadness
có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,Sadness
phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .,Anger
mùa hè không nóng đây rồi,Enjoyment
lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,Anger
bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :),Other
vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,Disgust
má nó thú dị thôi rồi 😂😂😂,Enjoyment
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,Sadness
mấy đứa bị bón thích cái này,Other
thằng lol nào trong miệng thế,Anger
per đau hơn chia tay người yêu nữa,Sadness
tôi đã đúng khi đọc bình luận thay vì đọc bài :),Enjoyment
hóng kỉ lục để lông mũi dài tới bụng :)),Other
đánh rơi liêm sỉ trong 1 nốt nhạc,Disgust
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),Disgust
nước ngoài cái gì cũng to kể cả sinh vật,Surprise
ôi tao đã tìm được người cùng hành tinh ?,Surprise
câu nói quá chuẩn và ý nghĩa 👍,Enjoyment
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,Enjoyment
"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả",Disgust
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,Sadness
cỡ nào anh cũng có thể chịu đựng được vì anh yêu em,Enjoyment
người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,Enjoyment
"những việc này , mang lên đây chả giải quyết được gì cả .",Sadness
đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa,Sadness
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),Enjoyment
của thằng kia mà,Other
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",Sadness
bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .,Disgust
douma đứng trong nhà cũng không yên cái thân,Anger
hổng gặp cái buồn luôn ><,Sadness
thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,Sadness
tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ,Enjoyment
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,Other
"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này",Disgust
nhìn hói mà thấy thương gê ??,Sadness
ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂,Other
per nhất định chị em mê tín mình p đi xem phim này rồi,Enjoyment
đoạn phim này tốn khá nhiều nước mắt của người xem,Sadness
t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá,Surprise
liệu nó có bay nổi hay không ?.,Other
mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??,Anger
t mong nó té quá chời :v,Enjoyment
dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,Disgust
thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,Other
khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁,Enjoyment
tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi,Sadness
"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh",Fear
mày cút,Anger
phim này rất hay .,Enjoyment
đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((,Sadness
may quá tao không xài huawei kkk,Enjoyment
ông này có võ thiệt 😁😁,Surprise
"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua",Enjoyment
ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per,Disgust
sớm chút nữa có lẽ đã khác rồi đúng không ?,Other
đúng là nhân tài luôn ở khắp mọi nơi kkkk,Enjoyment
bà của tôi đã không còn khi tôi còn chưa biết gg là gì,Sadness
"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn .",Sadness
tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy,Disgust
bỏ thế lồn nào được :(,Sadness
đây là đồ của per ??? hỏi nua không,Other
per trông em bé yêu vãi :)),Enjoyment
khó có thể giải thích,Other
dù có nói thích mày thì cũng đừng có tin .. xã hội giờ nguy hiểm lắm,Fear
chắc sổ đỏ có cả vỉa hè và đường :)),Other
ơ . t chỉ quan tâm sao mày lại mặc quần màu hường hình cô gái thôi ??,Other
sang năm nữa vác giường ra mà nhìn,Other
câu chuyện lấy đi nước mắt của tao,Sadness
"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))",Disgust
"chờ mãi mà không thấy , cứ thấy trống vắng vãi :((",Sadness
t thấy nó cười hoài mà không bao giờ nó cười với tao cả :((,Sadness
"per tôn lợp nhà mà đẹo zai thế đấy , lại toàn 6 múi nữa chứ ...",Enjoyment
"thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm tính đều đẹp , hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc , ấm áp bên mẹ ạ .",Enjoyment
cái này gọi là ấu trĩ phải không,Disgust
phải tao tao vứt luôn xe ??,Sadness
tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :),Sadness
ui đáng yêu gheê,Enjoyment
sắp được cống hiến cho tổ quốc rồi . vui quá ...,Enjoyment
"cạn lời , mình ngủ để khỏi nhìn 😊😊😊",Disgust
loài dê phải gọi ông này bằng cụ,Other
cho em hỏi phim ra tập mới vào những hôm nào ạ,Other
đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡,Anger
nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,Anger
mạnh vỗ tay 👏,Enjoyment
thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,Other
